id;Value;InvervalValue;SourceID;Source;QuantityName;QuantityID;Local_Time;TimestampUTC
72586601;    30 143 466.276;      167.472;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 13:35:00.0000000;2018-10-30 10:35:00.0000000
72586164;    30 143 298.804;      160.897;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 13:30:00.0000000;2018-10-30 10:30:00.0000000
72585196;    30 143 137.907;      144.818;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 13:25:00.0000000;2018-10-30 10:25:00.0000000
72584776;    30 142 993.089;      143.084;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 13:20:00.0000000;2018-10-30 10:20:00.0000000
72583837;    30 142 850.005;      148.559;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 13:15:00.0000000;2018-10-30 10:15:00.0000000
72583566;    30 142 701.446;      151.016;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 13:10:00.0000000;2018-10-30 10:10:00.0000000
72583147;    30 142 550.430;      161.924;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 13:05:00.0000000;2018-10-30 10:05:00.0000000
72582240;    30 142 388.506;      168.413;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 13:00:00.0000000;2018-10-30 10:00:00.0000000
72581696;    30 142 220.093;      172.739;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 12:55:00.0000000;2018-10-30 09:55:00.0000000
72581225;    30 142 047.354;      172.213;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 12:50:00.0000000;2018-10-30 09:50:00.0000000
72580497;    30 141 875.141;      173.569;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 12:45:00.0000000;2018-10-30 09:45:00.0000000
72579718;    30 141 701.572;      174.486;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 12:40:00.0000000;2018-10-30 09:40:00.0000000
72579613;    30 141 527.086;      174.610;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 12:35:00.0000000;2018-10-30 09:35:00.0000000
72579178;    30 141 352.476;      167.945;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 12:30:00.0000000;2018-10-30 09:30:00.0000000
72578218;    30 141 184.531;      163.068;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 12:25:00.0000000;2018-10-30 09:25:00.0000000
72577793;    30 141 021.463;      161.821;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 12:20:00.0000000;2018-10-30 09:20:00.0000000
72576813;    30 140 859.642;      167.653;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 12:15:00.0000000;2018-10-30 09:15:00.0000000
72576589;    30 140 691.989;      169.259;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 12:10:00.0000000;2018-10-30 09:10:00.0000000
72576170;    30 140 522.730;      174.104;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 12:05:00.0000000;2018-10-30 09:05:00.0000000
72575265;    30 140 348.626;      169.646;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 12:00:00.0000000;2018-10-30 09:00:00.0000000
72574719;    30 140 178.980;      165.159;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 11:55:00.0000000;2018-10-30 08:55:00.0000000
72574216;    30 140 013.821;      159.672;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 11:50:00.0000000;2018-10-30 08:50:00.0000000
72573520;    30 139 854.149;      168.401;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 11:45:00.0000000;2018-10-30 08:45:00.0000000
72572726;    30 139 685.748;      157.919;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 11:40:00.0000000;2018-10-30 08:40:00.0000000
72572637;    30 139 527.829;      159.513;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 11:35:00.0000000;2018-10-30 08:35:00.0000000
72572208;    30 139 368.316;      171.013;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 11:30:00.0000000;2018-10-30 08:30:00.0000000
72571226;    30 139 197.303;      158.860;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 11:25:00.0000000;2018-10-30 08:25:00.0000000
72570818;    30 139 038.443;      156.552;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 11:20:00.0000000;2018-10-30 08:20:00.0000000
72569775;    30 138 881.891;      158.640;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 11:15:00.0000000;2018-10-30 08:15:00.0000000
72569610;    30 138 723.251;      148.471;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 11:10:00.0000000;2018-10-30 08:10:00.0000000
72569191;    30 138 574.780;      156.114;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 11:05:00.0000000;2018-10-30 08:05:00.0000000
72568267;    30 138 418.666;      169.656;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 11:00:00.0000000;2018-10-30 08:00:00.0000000
72567737;    30 138 249.010;      173.793;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 10:55:00.0000000;2018-10-30 07:55:00.0000000
72567224;    30 138 075.217;      173.375;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 10:50:00.0000000;2018-10-30 07:50:00.0000000
72566542;    30 137 901.842;      167.353;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 10:45:00.0000000;2018-10-30 07:45:00.0000000
72565809;    30 137 734.489;      162.097;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 10:40:00.0000000;2018-10-30 07:40:00.0000000
72565659;    30 137 572.392;      171.975;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 10:35:00.0000000;2018-10-30 07:35:00.0000000
72565212;    30 137 400.417;      174.130;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 10:30:00.0000000;2018-10-30 07:30:00.0000000
72564259;    30 137 226.287;      169.788;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 10:25:00.0000000;2018-10-30 07:25:00.0000000
72563840;    30 137 056.499;      167.278;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 10:20:00.0000000;2018-10-30 07:20:00.0000000
72562756;    30 136 889.221;      172.906;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 10:15:00.0000000;2018-10-30 07:15:00.0000000
72562625;    30 136 716.315;      171.525;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 10:10:00.0000000;2018-10-30 07:10:00.0000000
72562214;    30 136 544.790;      166.940;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 10:05:00.0000000;2018-10-30 07:05:00.0000000
72561290;    30 136 377.850;      167.416;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 10:00:00.0000000;2018-10-30 07:00:00.0000000
72560764;    30 136 210.434;      165.037;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 09:55:00.0000000;2018-10-30 06:55:00.0000000
72560243;    30 136 045.397;      163.122;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 09:50:00.0000000;2018-10-30 06:50:00.0000000
72559562;    30 135 882.275;      163.850;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 09:45:00.0000000;2018-10-30 06:45:00.0000000
72558707;    30 135 718.425;      163.833;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 09:40:00.0000000;2018-10-30 06:40:00.0000000
72558678;    30 135 554.592;      162.644;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 09:35:00.0000000;2018-10-30 06:35:00.0000000
72558231;    30 135 391.948;      167.450;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 09:30:00.0000000;2018-10-30 06:30:00.0000000
72557206;    30 135 224.498;      170.584;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 09:25:00.0000000;2018-10-30 06:25:00.0000000
72556860;    30 135 053.914;      170.794;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 09:20:00.0000000;2018-10-30 06:20:00.0000000
72555724;    30 134 883.120;      163.146;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 09:15:00.0000000;2018-10-30 06:15:00.0000000
72555652;    30 134 719.974;      138.743;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 09:10:00.0000000;2018-10-30 06:10:00.0000000
72555233;    30 134 581.231;      136.213;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 09:05:00.0000000;2018-10-30 06:05:00.0000000
72554286;    30 134 445.018;      141.219;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 09:00:00.0000000;2018-10-30 06:00:00.0000000
72553782;    30 134 303.799;      149.435;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 08:55:00.0000000;2018-10-30 05:55:00.0000000
72553090;    30 134 154.364;      160.363;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 08:50:00.0000000;2018-10-30 05:50:00.0000000
72552574;    30 133 994.001;      162.006;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 08:45:00.0000000;2018-10-30 05:45:00.0000000
72552150;    30 133 831.995;      159.020;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 08:40:00.0000000;2018-10-30 05:40:00.0000000
72551701;    30 133 672.975;      156.109;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 08:35:00.0000000;2018-10-30 05:35:00.0000000
72551109;    30 133 516.866;      154.081;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 08:30:00.0000000;2018-10-30 05:30:00.0000000
72550097;    30 133 362.785;      155.428;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 08:25:00.0000000;2018-10-30 05:25:00.0000000
72549863;    30 133 207.357;      153.104;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 08:20:00.0000000;2018-10-30 05:20:00.0000000
72549463;    30 133 054.253;      163.295;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 08:15:00.0000000;2018-10-30 05:15:00.0000000
72548674;    30 132 890.958;      162.344;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 08:10:00.0000000;2018-10-30 05:10:00.0000000
72548247;    30 132 728.614;      157.820;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 08:05:00.0000000;2018-10-30 05:05:00.0000000
72547226;    30 132 570.794;      150.631;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 08:00:00.0000000;2018-10-30 05:00:00.0000000
72546801;    30 132 420.163;      155.805;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 07:55:00.0000000;2018-10-30 04:55:00.0000000
72546206;    30 132 264.358;      158.575;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 07:50:00.0000000;2018-10-30 04:50:00.0000000
72545607;    30 132 105.783;      162.273;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 07:45:00.0000000;2018-10-30 04:45:00.0000000
72545174;    30 131 943.510;      163.879;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 07:40:00.0000000;2018-10-30 04:40:00.0000000
72544728;    30 131 779.631;      161.748;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 07:35:00.0000000;2018-10-30 04:35:00.0000000
72544078;    30 131 617.883;      157.240;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 07:30:00.0000000;2018-10-30 04:30:00.0000000
72543141;    30 131 460.643;      154.802;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 07:25:00.0000000;2018-10-30 04:25:00.0000000
72542892;    30 131 305.841;      151.446;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 07:20:00.0000000;2018-10-30 04:20:00.0000000
72542473;    30 131 154.395;      145.395;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 07:15:00.0000000;2018-10-30 04:15:00.0000000
72541685;    30 131 009.000;      150.272;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 07:10:00.0000000;2018-10-30 04:10:00.0000000
72541276;    30 130 858.728;      157.845;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 07:05:00.0000000;2018-10-30 04:05:00.0000000
72540166;    30 130 700.883;      167.962;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 07:00:00.0000000;2018-10-30 04:00:00.0000000
72539820;    30 130 532.921;      167.424;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 06:55:00.0000000;2018-10-30 03:55:00.0000000
72539402;    30 130 365.497;      164.757;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 06:50:00.0000000;2018-10-30 03:50:00.0000000
72538609;    30 130 200.740;      161.092;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 06:45:00.0000000;2018-10-30 03:45:00.0000000
72538192;    30 130 039.648;      157.256;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 06:40:00.0000000;2018-10-30 03:40:00.0000000
72537722;    30 129 882.392;      160.051;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 06:35:00.0000000;2018-10-30 03:35:00.0000000
72536959;    30 129 722.341;      160.858;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 06:30:00.0000000;2018-10-30 03:30:00.0000000
72536027;    30 129 561.483;      160.711;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 06:25:00.0000000;2018-10-30 03:25:00.0000000
72535920;    30 129 400.772;      160.187;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 06:20:00.0000000;2018-10-30 03:20:00.0000000
72535171;    30 129 240.585;      158.266;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 06:15:00.0000000;2018-10-30 03:15:00.0000000
72534484;    30 129 082.319;      158.366;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 06:10:00.0000000;2018-10-30 03:10:00.0000000
72534290;    30 128 923.953;      155.828;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 06:05:00.0000000;2018-10-30 03:05:00.0000000
72533851;    30 128 768.125;      158.020;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 06:00:00.0000000;2018-10-30 03:00:00.0000000
72532829;    30 128 610.105;      160.036;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 05:55:00.0000000;2018-10-30 02:55:00.0000000
72532414;    30 128 450.069;      166.938;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 05:50:00.0000000;2018-10-30 02:50:00.0000000
72531374;    30 128 283.131;      170.784;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 05:45:00.0000000;2018-10-30 02:45:00.0000000
72531205;    30 128 112.347;      169.464;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 05:40:00.0000000;2018-10-30 02:40:00.0000000
72530790;    30 127 942.883;      170.012;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 05:35:00.0000000;2018-10-30 02:35:00.0000000
72529931;    30 127 772.871;      170.958;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 05:30:00.0000000;2018-10-30 02:30:00.0000000
72529384;    30 127 601.913;      170.499;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 05:25:00.0000000;2018-10-30 02:25:00.0000000
72528843;    30 127 431.414;      171.000;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 05:20:00.0000000;2018-10-30 02:20:00.0000000
72528182;    30 127 260.414;      167.122;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 05:15:00.0000000;2018-10-30 02:15:00.0000000
72527743;    30 127 093.292;      162.733;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 05:10:00.0000000;2018-10-30 02:10:00.0000000
72527209;    30 126 930.559;      166.381;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 05:05:00.0000000;2018-10-30 02:05:00.0000000
72526416;    30 126 764.178;      166.273;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 05:00:00.0000000;2018-10-30 02:00:00.0000000
72525874;    30 126 597.905;      166.990;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 04:55:00.0000000;2018-10-30 01:55:00.0000000
72525431;    30 126 430.915;      165.741;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 04:50:00.0000000;2018-10-30 01:50:00.0000000
72525004;    30 126 265.174;      165.648;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 04:45:00.0000000;2018-10-30 01:45:00.0000000
72524211;    30 126 099.526;      157.863;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 04:40:00.0000000;2018-10-30 01:40:00.0000000
72523790;    30 125 941.663;      156.540;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 04:35:00.0000000;2018-10-30 01:35:00.0000000
72522537;    30 125 785.123;      163.277;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 04:30:00.0000000;2018-10-30 01:30:00.0000000
72522395;    30 125 621.846;      165.844;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 04:25:00.0000000;2018-10-30 01:25:00.0000000
72521969;    30 125 456.002;      161.239;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 04:20:00.0000000;2018-10-30 01:20:00.0000000
72520942;    30 125 294.763;      164.365;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 04:15:00.0000000;2018-10-30 01:15:00.0000000
72520754;    30 125 130.398;      169.412;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 04:10:00.0000000;2018-10-30 01:10:00.0000000
72520337;    30 124 960.986;      170.744;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 04:05:00.0000000;2018-10-30 01:05:00.0000000
72518964;    30 124 790.242;      170.081;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 04:00:00.0000000;2018-10-30 01:00:00.0000000
72518880;    30 124 620.161;      170.544;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 03:55:00.0000000;2018-10-30 00:55:00.0000000
72518464;    30 124 449.617;      171.381;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 03:50:00.0000000;2018-10-30 00:50:00.0000000
72517687;    30 124 278.236;      168.272;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 03:45:00.0000000;2018-10-30 00:45:00.0000000
72517251;    30 124 109.964;      167.828;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 03:40:00.0000000;2018-10-30 00:40:00.0000000
72516546;    30 123 942.136;      166.911;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 03:35:00.0000000;2018-10-30 00:35:00.0000000
72515945;    30 123 775.225;      155.113;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 03:30:00.0000000;2018-10-30 00:30:00.0000000
72515425;    30 123 620.112;      162.932;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 03:25:00.0000000;2018-10-30 00:25:00.0000000
72514981;    30 123 457.180;      159.212;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 03:20:00.0000000;2018-10-30 00:20:00.0000000
72514420;    30 123 297.968;      141.887;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 03:15:00.0000000;2018-10-30 00:15:00.0000000
72513467;    30 123 156.081;      141.771;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 03:10:00.0000000;2018-10-30 00:10:00.0000000
72513350;    30 123 014.310;      137.705;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 03:05:00.0000000;2018-10-30 00:05:00.0000000
72512877;    30 122 876.605;      144.278;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 03:00:00.0000000;2018-10-30 00:00:00.0000000
72511893;    30 122 732.327;      155.738;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 02:55:00.0000000;2018-10-29 23:55:00.0000000
72511477;    30 122 576.589;      164.405;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 02:50:00.0000000;2018-10-29 23:50:00.0000000
72510443;    30 122 412.184;      165.070;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 02:45:00.0000000;2018-10-29 23:45:00.0000000
72510270;    30 122 247.114;      161.328;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 02:40:00.0000000;2018-10-29 23:40:00.0000000
72509856;    30 122 085.786;      155.797;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 02:35:00.0000000;2018-10-29 23:35:00.0000000
72508887;    30 121 929.989;      157.692;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 02:30:00.0000000;2018-10-29 23:30:00.0000000
72508443;    30 121 772.297;      160.776;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 02:25:00.0000000;2018-10-29 23:25:00.0000000
72507944;    30 121 611.521;      164.859;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 02:20:00.0000000;2018-10-29 23:20:00.0000000
72507248;    30 121 446.662;      165.194;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 02:15:00.0000000;2018-10-29 23:15:00.0000000
72506449;    30 121 281.468;      165.614;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 02:10:00.0000000;2018-10-29 23:10:00.0000000
72506366;    30 121 115.854;      167.815;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 02:05:00.0000000;2018-10-29 23:05:00.0000000
72505553;    30 120 948.039;      160.733;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 02:00:00.0000000;2018-10-29 23:00:00.0000000
72504522;    30 120 787.306;      156.299;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 01:55:00.0000000;2018-10-29 22:55:00.0000000
72504491;    30 120 631.007;      161.326;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 01:50:00.0000000;2018-10-29 22:50:00.0000000
72503734;    30 120 469.681;      160.059;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 01:45:00.0000000;2018-10-29 22:45:00.0000000
72502942;    30 120 309.622;      164.327;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 01:40:00.0000000;2018-10-29 22:40:00.0000000
72502862;    30 120 145.295;      169.421;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 01:35:00.0000000;2018-10-29 22:35:00.0000000
72501964;    30 119 975.874;      169.825;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 01:30:00.0000000;2018-10-29 22:30:00.0000000
72501130;    30 119 806.049;      168.227;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 01:25:00.0000000;2018-10-29 22:25:00.0000000
72501032;    30 119 637.822;      169.159;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 01:20:00.0000000;2018-10-29 22:20:00.0000000
72500610;    30 119 468.663;      172.089;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 01:15:00.0000000;2018-10-29 22:15:00.0000000
72499818;    30 119 296.574;      169.703;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 01:10:00.0000000;2018-10-29 22:10:00.0000000
72499394;    30 119 126.871;      168.936;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 01:05:00.0000000;2018-10-29 22:05:00.0000000
72498081;    30 118 957.935;      165.651;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 01:00:00.0000000;2018-10-29 22:00:00.0000000
72497955;    30 118 792.284;      164.467;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 00:55:00.0000000;2018-10-29 21:55:00.0000000
72497534;    30 118 627.817;      165.921;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 00:50:00.0000000;2018-10-29 21:50:00.0000000
72496419;    30 118 461.896;      166.116;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 00:45:00.0000000;2018-10-29 21:45:00.0000000
72496310;    30 118 295.780;      169.480;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 00:40:00.0000000;2018-10-29 21:40:00.0000000
72495899;    30 118 126.300;      161.864;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 00:35:00.0000000;2018-10-29 21:35:00.0000000
72494959;    30 117 964.436;      162.660;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 00:30:00.0000000;2018-10-29 21:30:00.0000000
72494489;    30 117 801.776;      166.046;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 00:25:00.0000000;2018-10-29 21:25:00.0000000
72493909;    30 117 635.730;      163.598;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 00:20:00.0000000;2018-10-29 21:20:00.0000000
72493295;    30 117 472.132;      162.876;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 00:15:00.0000000;2018-10-29 21:15:00.0000000
72492862;    30 117 309.256;      159.782;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 00:10:00.0000000;2018-10-29 21:10:00.0000000
72492422;    30 117 149.474;      166.165;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 00:05:00.0000000;2018-10-29 21:05:00.0000000
72491888;    30 116 983.309;      171.580;451;LUZ.10kV_Input2_F59_E150;Active Energy Delivered;129;2018-10-30 00:00:00.0000000;2018-10-29 21:00:00.0000000
