,Value,Time
11617,    37 398 547.099,2018-09-20 05:30:00.0000000
11618,    37 398 303.033,2018-09-20 05:25:00.0000000
11619,    37 398 055.040,2018-09-20 05:20:00.0000000
11620,    37 397 808.980,2018-09-20 05:15:00.0000000
11621,    37 397 580.860,2018-09-20 05:10:00.0000000
11622,    37 397 352.290,2018-09-20 05:05:00.0000000
11623,    37 397 130.634,2018-09-20 05:00:00.0000000
11624,    37 396 894.991,2018-09-20 04:55:00.0000000
11625,    37 396 661.452,2018-09-20 04:50:00.0000000
11626,    37 396 420.494,2018-09-20 04:45:00.0000000
11627,    37 396 175.324,2018-09-20 04:40:00.0000000
11628,    37 395 933.643,2018-09-20 04:35:00.0000000
11629,    37 395 689.192,2018-09-20 04:30:00.0000000
11630,    37 395 468.498,2018-09-20 04:25:00.0000000
11631,    37 395 239.046,2018-09-20 04:20:00.0000000
11632,    37 394 999.087,2018-09-20 04:15:00.0000000
11633,    37 394 753.096,2018-09-20 04:10:00.0000000
11634,    37 394 505.226,2018-09-20 04:05:00.0000000
11635,    37 394 272.000,2018-09-20 04:00:00.0000000
11636,    37 394 038.391,2018-09-20 03:55:00.0000000
11637,    37 393 799.225,2018-09-20 03:50:00.0000000
11638,    37 393 565.169,2018-09-20 03:45:00.0000000
11639,    37 393 332.814,2018-09-20 03:40:00.0000000
11640,    37 393 091.864,2018-09-20 03:35:00.0000000
11641,    37 392 861.448,2018-09-20 03:30:00.0000000
11642,    37 392 624.616,2018-09-20 03:25:00.0000000
11643,    37 392 379.875,2018-09-20 03:20:00.0000000
11644,    37 392 144.543,2018-09-20 03:15:00.0000000
11645,    37 391 912.963,2018-09-20 03:10:00.0000000
11646,    37 391 673.615,2018-09-20 03:05:00.0000000
11647,    37 391 446.378,2018-09-20 03:00:00.0000000
11648,    37 391 216.623,2018-09-20 02:55:00.0000000
11649,    37 390 980.397,2018-09-20 02:50:00.0000000
11650,    37 390 740.188,2018-09-20 02:45:00.0000000
11651,    37 390 519.866,2018-09-20 02:40:00.0000000
11652,    37 390 292.829,2018-09-20 02:35:00.0000000
11653,    37 390 074.326,2018-09-20 02:30:00.0000000
11654,    37 389 850.024,2018-09-20 02:25:00.0000000
11655,    37 389 619.857,2018-09-20 02:20:00.0000000
11656,    37 389 380.527,2018-09-20 02:15:00.0000000
11657,    37 389 137.843,2018-09-20 02:10:00.0000000
11658,    37 388 892.567,2018-09-20 02:05:00.0000000
11659,    37 388 662.867,2018-09-20 02:00:00.0000000
11660,    37 388 444.774,2018-09-20 01:55:00.0000000
11661,    37 388 212.487,2018-09-20 01:50:00.0000000
11662,    37 387 983.832,2018-09-20 01:45:00.0000000
11663,    37 387 761.881,2018-09-20 01:40:00.0000000
11664,    37 387 527.659,2018-09-20 01:35:00.0000000
11665,    37 387 291.011,2018-09-20 01:30:00.0000000
11666,    37 387 060.296,2018-09-20 01:25:00.0000000
11667,    37 386 833.135,2018-09-20 01:20:00.0000000
11668,    37 386 603.655,2018-09-20 01:15:00.0000000
11669,    37 386 374.559,2018-09-20 01:10:00.0000000
11670,    37 386 143.954,2018-09-20 01:05:00.0000000
11671,    37 385 891.510,2018-09-20 01:00:00.0000000
11672,    37 385 661.452,2018-09-20 00:55:00.0000000
11673,    37 385 446.072,2018-09-20 00:50:00.0000000
11674,    37 385 225.580,2018-09-20 00:45:00.0000000
11675,    37 384 993.999,2018-09-20 00:40:00.0000000
11676,    37 384 747.080,2018-09-20 00:35:00.0000000
11677,    37 384 517.063,2018-09-20 00:30:00.0000000
11678,    37 384 276.797,2018-09-20 00:25:00.0000000
11679,    37 384 046.359,2018-09-20 00:20:00.0000000
11680,    37 383 809.975,2018-09-20 00:15:00.0000000
11681,    37 383 563.832,2018-09-20 00:10:00.0000000
11682,    37 383 337.215,2018-09-20 00:05:00.0000000
11683,    37 383 121.180,2018-09-20 00:00:00.0000000
11684,    37 382 887.341,2018-09-19 23:55:00.0000000
11685,    37 382 631.802,2018-09-19 23:50:00.0000000
11686,    37 382 390.916,2018-09-19 23:45:00.0000000
11687,    37 382 131.953,2018-09-19 23:40:00.0000000
11688,    37 381 895.227,2018-09-19 23:35:00.0000000
11689,    37 381 655.642,2018-09-19 23:30:00.0000000
11690,    37 381 429.355,2018-09-19 23:25:00.0000000
11691,    37 381 206.942,2018-09-19 23:20:00.0000000
11692,    37 380 977.901,2018-09-19 23:15:00.0000000
11693,    37 380 738.638,2018-09-19 23:10:00.0000000
11694,    37 380 514.354,2018-09-19 23:05:00.0000000
11695,    37 380 279.319,2018-09-19 23:00:00.0000000
11696,    37 380 042.034,2018-09-19 22:55:00.0000000
11697,    37 379 807.627,2018-09-19 22:50:00.0000000
11698,    37 379 582.507,2018-09-19 22:45:00.0000000
11699,    37 379 343.471,2018-09-19 22:40:00.0000000
11700,    37 379 110.756,2018-09-19 22:35:00.0000000
11701,    37 378 891.200,2018-09-19 22:30:00.0000000
11702,    37 378 665.356,2018-09-19 22:25:00.0000000
11703,    37 378 426.653,2018-09-19 22:20:00.0000000
11704,    37 378 195.706,2018-09-19 22:15:00.0000000
11705,    37 377 976.898,2018-09-19 22:10:00.0000000
11706,    37 377 745.619,2018-09-19 22:05:00.0000000
11707,    37 377 516.022,2018-09-19 22:00:00.0000000
11708,    37 377 308.780,2018-09-19 21:55:00.0000000
11709,    37 377 081.307,2018-09-19 21:50:00.0000000
11710,    37 376 843.655,2018-09-19 21:45:00.0000000
11711,    37 376 603.290,2018-09-19 21:40:00.0000000
11712,    37 376 374.088,2018-09-19 21:35:00.0000000
11713,    37 376 143.691,2018-09-19 21:30:00.0000000
11714,    37 375 920.024,2018-09-19 21:25:00.0000000
11715,    37 375 708.326,2018-09-19 21:20:00.0000000
11716,    37 375 493.596,2018-09-19 21:15:00.0000000
11717,    37 375 270.833,2018-09-19 21:10:00.0000000
11718,    37 375 060.273,2018-09-19 21:05:00.0000000
11719,    37 374 843.869,2018-09-19 21:00:00.0000000
11720,    37 374 623.427,2018-09-19 20:55:00.0000000
11721,    37 374 400.169,2018-09-19 20:50:00.0000000
11722,    37 374 185.320,2018-09-19 20:45:00.0000000
11723,    37 373 961.246,2018-09-19 20:40:00.0000000
11724,    37 373 740.365,2018-09-19 20:35:00.0000000
11725,    37 373 504.757,2018-09-19 20:30:00.0000000
11726,    37 373 273.488,2018-09-19 20:25:00.0000000
11727,    37 373 039.438,2018-09-19 20:20:00.0000000
11728,    37 372 811.645,2018-09-19 20:15:00.0000000
11729,    37 372 592.062,2018-09-19 20:10:00.0000000
11730,    37 372 374.893,2018-09-19 20:05:00.0000000
11731,    37 372 158.857,2018-09-19 20:00:00.0000000
11732,    37 371 947.058,2018-09-19 19:55:00.0000000
11733,    37 371 737.420,2018-09-19 19:50:00.0000000
11734,    37 371 527.339,2018-09-19 19:45:00.0000000
11735,    37 371 316.710,2018-09-19 19:40:00.0000000
11736,    37 371 107.919,2018-09-19 19:35:00.0000000
11737,    37 370 923.752,2018-09-19 19:30:00.0000000
11738,    37 370 732.439,2018-09-19 19:25:00.0000000
11739,    37 370 538.132,2018-09-19 19:20:00.0000000
11740,    37 370 338.603,2018-09-19 19:15:00.0000000
11741,    37 370 130.481,2018-09-19 19:10:00.0000000
11742,    37 369 919.499,2018-09-19 19:05:00.0000000
11743,    37 369 701.547,2018-09-19 19:00:00.0000000
11744,    37 369 496.307,2018-09-19 18:55:00.0000000
11745,    37 369 301.772,2018-09-19 18:50:00.0000000
11746,    37 369 105.740,2018-09-19 18:45:00.0000000
11747,    37 368 905.526,2018-09-19 18:40:00.0000000
11748,    37 368 702.501,2018-09-19 18:35:00.0000000
11749,    37 368 498.029,2018-09-19 18:30:00.0000000
11750,    37 368 303.718,2018-09-19 18:25:00.0000000
11751,    37 368 105.100,2018-09-19 18:20:00.0000000
11752,    37 367 908.845,2018-09-19 18:15:00.0000000
11753,    37 367 712.300,2018-09-19 18:10:00.0000000
11754,    37 367 505.852,2018-09-19 18:05:00.0000000
11755,    37 367 299.786,2018-09-19 18:00:00.0000000
11756,    37 367 084.419,2018-09-19 17:55:00.0000000
11757,    37 366 860.433,2018-09-19 17:50:00.0000000
11758,    37 366 652.010,2018-09-19 17:45:00.0000000
11759,    37 366 449.941,2018-09-19 17:40:00.0000000
11760,    37 366 250.898,2018-09-19 17:35:00.0000000
11761,    37 366 047.374,2018-09-19 17:30:00.0000000
11762,    37 365 846.490,2018-09-19 17:25:00.0000000
11763,    37 365 641.351,2018-09-19 17:20:00.0000000
11764,    37 365 438.288,2018-09-19 17:15:00.0000000
11765,    37 365 244.585,2018-09-19 17:10:00.0000000
11766,    37 365 050.571,2018-09-19 17:05:00.0000000
11767,    37 364 858.090,2018-09-19 17:00:00.0000000
11768,    37 364 659.204,2018-09-19 16:55:00.0000000
11769,    37 364 471.074,2018-09-19 16:50:00.0000000
11770,    37 364 289.978,2018-09-19 16:45:00.0000000
11771,    37 364 105.598,2018-09-19 16:40:00.0000000
11772,    37 363 912.900,2018-09-19 16:35:00.0000000
11773,    37 363 726.847,2018-09-19 16:30:00.0000000
11774,    37 363 543.662,2018-09-19 16:25:00.0000000
11775,    37 363 357.882,2018-09-19 16:20:00.0000000
11776,    37 363 177.620,2018-09-19 16:15:00.0000000
11777,    37 362 991.872,2018-09-19 16:10:00.0000000
11778,    37 362 810.275,2018-09-19 16:05:00.0000000
11779,    37 362 617.237,2018-09-19 16:00:00.0000000
11780,    37 362 410.661,2018-09-19 15:55:00.0000000
11781,    37 362 216.325,2018-09-19 15:50:00.0000000
11782,    37 362 024.156,2018-09-19 15:45:00.0000000
11783,    37 361 832.003,2018-09-19 15:40:00.0000000
11784,    37 361 651.515,2018-09-19 15:35:00.0000000
11785,    37 361 469.047,2018-09-19 15:30:00.0000000
11786,    37 361 284.115,2018-09-19 15:25:00.0000000
11787,    37 361 086.827,2018-09-19 15:20:00.0000000
11788,    37 360 889.903,2018-09-19 15:15:00.0000000
11789,    37 360 693.302,2018-09-19 15:10:00.0000000
11790,    37 360 491.686,2018-09-19 15:05:00.0000000
11791,    37 360 294.322,2018-09-19 15:00:00.0000000
11792,    37 360 095.938,2018-09-19 14:55:00.0000000
11793,    37 359 897.371,2018-09-19 14:50:00.0000000
11794,    37 359 697.482,2018-09-19 14:45:00.0000000
11795,    37 359 510.075,2018-09-19 14:40:00.0000000
11796,    37 359 343.082,2018-09-19 14:35:00.0000000
11797,    37 359 175.859,2018-09-19 14:30:00.0000000
11798,    37 359 008.729,2018-09-19 14:25:00.0000000
11799,    37 358 844.189,2018-09-19 14:20:00.0000000
11800,    37 358 670.383,2018-09-19 14:15:00.0000000
11801,    37 358 496.926,2018-09-19 14:10:00.0000000
11802,    37 358 332.023,2018-09-19 14:05:00.0000000
11803,    37 358 162.139,2018-09-19 14:00:00.0000000
11804,    37 358 005.664,2018-09-19 13:55:00.0000000
11805,    37 357 850.842,2018-09-19 13:50:00.0000000
11806,    37 357 694.664,2018-09-19 13:45:00.0000000
11807,    37 357 547.631,2018-09-19 13:40:00.0000000
11808,    37 357 386.874,2018-09-19 13:35:00.0000000
11809,    37 357 206.912,2018-09-19 13:30:00.0000000
11810,    37 357 026.605,2018-09-19 13:25:00.0000000
11811,    37 356 855.640,2018-09-19 13:20:00.0000000
11812,    37 356 697.439,2018-09-19 13:15:00.0000000
11813,    37 356 537.884,2018-09-19 13:10:00.0000000
11814,    37 356 369.231,2018-09-19 13:05:00.0000000
11815,    37 356 200.932,2018-09-19 13:00:00.0000000
11816,    37 356 034.490,2018-09-19 12:55:00.0000000
11817,    37 355 871.172,2018-09-19 12:50:00.0000000
11818,    37 355 712.778,2018-09-19 12:45:00.0000000
11819,    37 355 563.984,2018-09-19 12:40:00.0000000
11820,    37 355 422.158,2018-09-19 12:35:00.0000000
11821,    37 355 273.011,2018-09-19 12:30:00.0000000
11822,    37 355 120.944,2018-09-19 12:25:00.0000000
11823,    37 354 968.609,2018-09-19 12:20:00.0000000
11824,    37 354 819.699,2018-09-19 12:15:00.0000000
11825,    37 354 663.919,2018-09-19 12:10:00.0000000
11826,    37 354 503.910,2018-09-19 12:05:00.0000000
11827,    37 354 347.056,2018-09-19 12:00:00.0000000
11828,    37 354 203.111,2018-09-19 11:55:00.0000000
11829,    37 354 051.970,2018-09-19 11:50:00.0000000
11830,    37 353 895.275,2018-09-19 11:45:00.0000000
11831,    37 353 743.182,2018-09-19 11:40:00.0000000
11832,    37 353 593.701,2018-09-19 11:35:00.0000000
11833,    37 353 451.277,2018-09-19 11:30:00.0000000
11834,    37 353 305.643,2018-09-19 11:25:00.0000000
11835,    37 353 158.466,2018-09-19 11:20:00.0000000
11836,    37 353 012.891,2018-09-19 11:15:00.0000000
11837,    37 352 865.235,2018-09-19 11:10:00.0000000
11838,    37 352 714.330,2018-09-19 11:05:00.0000000
11839,    37 352 567.637,2018-09-19 11:00:00.0000000
11840,    37 352 421.973,2018-09-19 10:55:00.0000000
11841,    37 352 282.450,2018-09-19 10:50:00.0000000
11842,    37 352 142.983,2018-09-19 10:45:00.0000000
11843,    37 351 999.460,2018-09-19 10:40:00.0000000
11844,    37 351 863.608,2018-09-19 10:35:00.0000000
11845,    37 351 723.451,2018-09-19 10:30:00.0000000
11846,    37 351 569.228,2018-09-19 10:25:00.0000000
11847,    37 351 427.349,2018-09-19 10:20:00.0000000
11848,    37 351 281.431,2018-09-19 10:15:00.0000000
11849,    37 351 127.608,2018-09-19 10:10:00.0000000
11850,    37 350 963.304,2018-09-19 10:05:00.0000000
11851,    37 350 818.122,2018-09-19 10:00:00.0000000
11852,    37 350 676.555,2018-09-19 09:55:00.0000000
11853,    37 350 533.771,2018-09-19 09:50:00.0000000
11854,    37 350 387.633,2018-09-19 09:45:00.0000000
11855,    37 350 236.866,2018-09-19 09:40:00.0000000
11856,    37 350 088.628,2018-09-19 09:35:00.0000000
11857,    37 349 944.834,2018-09-19 09:30:00.0000000
11858,    37 349 791.834,2018-09-19 09:25:00.0000000
11859,    37 349 644.600,2018-09-19 09:20:00.0000000
11860,    37 349 492.627,2018-09-19 09:15:00.0000000
11861,    37 349 332.687,2018-09-19 09:10:00.0000000
11862,    37 349 167.933,2018-09-19 09:05:00.0000000
11863,    37 349 009.286,2018-09-19 09:00:00.0000000
11864,    37 348 856.525,2018-09-19 08:55:00.0000000
11865,    37 348 696.884,2018-09-19 08:50:00.0000000
11866,    37 348 542.931,2018-09-19 08:45:00.0000000
11867,    37 348 403.195,2018-09-19 08:40:00.0000000
11868,    37 348 250.586,2018-09-19 08:35:00.0000000
11869,    37 348 103.414,2018-09-19 08:30:00.0000000
11870,    37 347 956.985,2018-09-19 08:25:00.0000000
11871,    37 347 808.066,2018-09-19 08:20:00.0000000
11872,    37 347 656.245,2018-09-19 08:15:00.0000000
11873,    37 347 497.739,2018-09-19 08:10:00.0000000
11874,    37 347 356.564,2018-09-19 08:05:00.0000000
11875,    37 347 213.829,2018-09-19 08:00:00.0000000
11876,    37 347 062.329,2018-09-19 07:55:00.0000000
11877,    37 346 913.997,2018-09-19 07:50:00.0000000
11878,    37 346 767.412,2018-09-19 07:45:00.0000000
11879,    37 346 592.769,2018-09-19 07:40:00.0000000
11880,    37 346 423.232,2018-09-19 07:35:00.0000000
11881,    37 346 254.348,2018-09-19 07:30:00.0000000
11882,    37 346 082.923,2018-09-19 07:25:00.0000000
11883,    37 345 901.140,2018-09-19 07:20:00.0000000
11884,    37 345 717.072,2018-09-19 07:15:00.0000000
11885,    37 345 538.734,2018-09-19 07:10:00.0000000
11886,    37 345 363.211,2018-09-19 07:05:00.0000000
11887,    37 345 181.099,2018-09-19 07:00:00.0000000
11888,    37 344 995.641,2018-09-19 06:55:00.0000000
11889,    37 344 825.747,2018-09-19 06:50:00.0000000
11890,    37 344 649.608,2018-09-19 06:45:00.0000000
11891,    37 344 473.935,2018-09-19 06:40:00.0000000
11892,    37 344 287.464,2018-09-19 06:35:00.0000000
11893,    37 344 094.597,2018-09-19 06:30:00.0000000
11894,    37 343 906.465,2018-09-19 06:25:00.0000000
11895,    37 343 721.264,2018-09-19 06:20:00.0000000
11896,    37 343 535.837,2018-09-19 06:15:00.0000000
11897,    37 343 353.570,2018-09-19 06:10:00.0000000
11898,    37 343 167.685,2018-09-19 06:05:00.0000000
11899,    37 342 988.027,2018-09-19 06:00:00.0000000
11900,    37 342 814.989,2018-09-19 05:55:00.0000000
11901,    37 342 632.067,2018-09-19 05:50:00.0000000
11902,    37 342 442.498,2018-09-19 05:45:00.0000000
11903,    37 342 250.047,2018-09-19 05:40:00.0000000
11904,    37 342 053.191,2018-09-19 05:35:00.0000000
11905,    37 341 867.023,2018-09-19 05:30:00.0000000
11906,    37 341 683.363,2018-09-19 05:25:00.0000000
11907,    37 341 504.358,2018-09-19 05:20:00.0000000
11908,    37 341 322.350,2018-09-19 05:15:00.0000000
11909,    37 341 135.197,2018-09-19 05:10:00.0000000
11910,    37 340 944.540,2018-09-19 05:05:00.0000000
11911,    37 340 749.819,2018-09-19 05:00:00.0000000
11912,    37 340 556.571,2018-09-19 04:55:00.0000000
11913,    37 340 368.251,2018-09-19 04:50:00.0000000
11914,    37 340 171.291,2018-09-19 04:45:00.0000000
11915,    37 339 974.163,2018-09-19 04:40:00.0000000
11916,    37 339 770.429,2018-09-19 04:35:00.0000000
11917,    37 339 565.433,2018-09-19 04:30:00.0000000
11918,    37 339 347.769,2018-09-19 04:25:00.0000000
11919,    37 339 136.480,2018-09-19 04:20:00.0000000
11920,    37 338 923.896,2018-09-19 04:15:00.0000000
11921,    37 338 705.230,2018-09-19 04:10:00.0000000
11922,    37 338 494.957,2018-09-19 04:05:00.0000000
11923,    37 338 295.651,2018-09-19 04:00:00.0000000
11924,    37 338 094.450,2018-09-19 03:55:00.0000000
11925,    37 337 881.503,2018-09-19 03:50:00.0000000
11926,    37 337 665.480,2018-09-19 03:45:00.0000000
11927,    37 337 457.314,2018-09-19 03:40:00.0000000
11928,    37 337 250.615,2018-09-19 03:35:00.0000000
11929,    37 337 045.820,2018-09-19 03:30:00.0000000
11930,    37 336 837.346,2018-09-19 03:25:00.0000000
11931,    37 336 619.174,2018-09-19 03:20:00.0000000
11932,    37 336 391.838,2018-09-19 03:15:00.0000000
11933,    37 336 170.744,2018-09-19 03:10:00.0000000
11934,    37 335 943.630,2018-09-19 03:05:00.0000000
11935,    37 335 716.306,2018-09-19 03:00:00.0000000
11936,    37 335 489.977,2018-09-19 02:55:00.0000000
11937,    37 335 264.014,2018-09-19 02:50:00.0000000
11938,    37 335 035.517,2018-09-19 02:45:00.0000000
11939,    37 334 812.384,2018-09-19 02:40:00.0000000
11940,    37 334 578.900,2018-09-19 02:35:00.0000000
11941,    37 334 362.225,2018-09-19 02:30:00.0000000
11942,    37 334 132.727,2018-09-19 02:25:00.0000000
11943,    37 333 904.061,2018-09-19 02:20:00.0000000
11944,    37 333 675.930,2018-09-19 02:15:00.0000000
11945,    37 333 440.989,2018-09-19 02:10:00.0000000
11946,    37 333 192.807,2018-09-19 02:05:00.0000000
11947,    37 332 958.904,2018-09-19 02:00:00.0000000
11948,    37 332 716.177,2018-09-19 01:55:00.0000000
11949,    37 332 467.257,2018-09-19 01:50:00.0000000
11950,    37 332 229.868,2018-09-19 01:45:00.0000000
11951,    37 331 994.925,2018-09-19 01:40:00.0000000
11952,    37 331 755.489,2018-09-19 01:35:00.0000000
11953,    37 331 501.295,2018-09-19 01:30:00.0000000
11954,    37 331 263.538,2018-09-19 01:25:00.0000000
11955,    37 331 033.763,2018-09-19 01:20:00.0000000
11956,    37 330 797.448,2018-09-19 01:15:00.0000000
11957,    37 330 543.516,2018-09-19 01:10:00.0000000
11958,    37 330 302.616,2018-09-19 01:05:00.0000000
11959,    37 330 064.018,2018-09-19 01:00:00.0000000
11960,    37 329 829.915,2018-09-19 00:55:00.0000000
11961,    37 329 602.068,2018-09-19 00:50:00.0000000
11962,    37 329 352.540,2018-09-19 00:45:00.0000000
11963,    37 329 103.746,2018-09-19 00:40:00.0000000
11964,    37 328 853.880,2018-09-19 00:35:00.0000000
11965,    37 328 626.531,2018-09-19 00:30:00.0000000
11966,    37 328 394.036,2018-09-19 00:25:00.0000000
11967,    37 328 152.722,2018-09-19 00:20:00.0000000
11968,    37 327 902.593,2018-09-19 00:15:00.0000000
11969,    37 327 647.410,2018-09-19 00:10:00.0000000
11970,    37 327 396.664,2018-09-19 00:05:00.0000000
11971,    37 327 147.610,2018-09-19 00:00:00.0000000
11972,    37 326 903.201,2018-09-18 23:55:00.0000000
11973,    37 326 660.415,2018-09-18 23:50:00.0000000
11974,    37 326 406.204,2018-09-18 23:45:00.0000000
11975,    37 326 147.641,2018-09-18 23:40:00.0000000
11976,    37 325 896.751,2018-09-18 23:35:00.0000000
11977,    37 325 662.848,2018-09-18 23:30:00.0000000
11978,    37 325 427.011,2018-09-18 23:25:00.0000000
11979,    37 325 194.706,2018-09-18 23:20:00.0000000
11980,    37 324 958.867,2018-09-18 23:15:00.0000000
11981,    37 324 722.837,2018-09-18 23:10:00.0000000
11982,    37 324 476.139,2018-09-18 23:05:00.0000000
11983,    37 324 244.970,2018-09-18 23:00:00.0000000
11984,    37 324 030.904,2018-09-18 22:55:00.0000000
11985,    37 323 804.406,2018-09-18 22:50:00.0000000
11986,    37 323 556.713,2018-09-18 22:45:00.0000000
11987,    37 323 305.199,2018-09-18 22:40:00.0000000
11988,    37 323 066.595,2018-09-18 22:35:00.0000000
11989,    37 322 818.762,2018-09-18 22:30:00.0000000
11990,    37 322 572.874,2018-09-18 22:25:00.0000000
11991,    37 322 328.216,2018-09-18 22:20:00.0000000
11992,    37 322 085.132,2018-09-18 22:15:00.0000000
11993,    37 321 838.459,2018-09-18 22:10:00.0000000
11994,    37 321 592.076,2018-09-18 22:05:00.0000000
11995,    37 321 347.017,2018-09-18 22:00:00.0000000
11996,    37 321 106.443,2018-09-18 21:55:00.0000000
11997,    37 320 873.385,2018-09-18 21:50:00.0000000
11998,    37 320 630.489,2018-09-18 21:45:00.0000000
11999,    37 320 391.584,2018-09-18 21:40:00.0000000
12000,    37 320 162.354,2018-09-18 21:35:00.0000000
12001,    37 319 923.885,2018-09-18 21:30:00.0000000
12002,    37 319 704.830,2018-09-18 21:25:00.0000000
12003,    37 319 456.997,2018-09-18 21:20:00.0000000
12004,    37 319 208.742,2018-09-18 21:15:00.0000000
12005,    37 318 960.094,2018-09-18 21:10:00.0000000
12006,    37 318 706.675,2018-09-18 21:05:00.0000000
12007,    37 318 440.941,2018-09-18 21:00:00.0000000
12008,    37 318 185.203,2018-09-18 20:55:00.0000000
12009,    37 317 928.856,2018-09-18 20:50:00.0000000
12010,    37 317 688.560,2018-09-18 20:45:00.0000000
12011,    37 317 442.476,2018-09-18 20:40:00.0000000
12012,    37 317 198.860,2018-09-18 20:35:00.0000000
12013,    37 316 958.183,2018-09-18 20:30:00.0000000
12014,    37 316 706.424,2018-09-18 20:25:00.0000000
12015,    37 316 463.141,2018-09-18 20:20:00.0000000
12016,    37 316 222.692,2018-09-18 20:15:00.0000000
12017,    37 315 962.332,2018-09-18 20:10:00.0000000
12018,    37 315 714.921,2018-09-18 20:05:00.0000000
12019,    37 315 459.103,2018-09-18 20:00:00.0000000
12020,    37 315 213.156,2018-09-18 19:55:00.0000000
12021,    37 314 969.096,2018-09-18 19:50:00.0000000
12022,    37 314 719.585,2018-09-18 19:45:00.0000000
12023,    37 314 476.341,2018-09-18 19:40:00.0000000
12024,    37 314 221.248,2018-09-18 19:35:00.0000000
12025,    37 313 975.630,2018-09-18 19:30:00.0000000
12026,    37 313 732.515,2018-09-18 19:25:00.0000000
12027,    37 313 488.989,2018-09-18 19:20:00.0000000
12028,    37 313 252.429,2018-09-18 19:15:00.0000000
12029,    37 313 006.134,2018-09-18 19:10:00.0000000
12030,    37 312 749.504,2018-09-18 19:05:00.0000000
12031,    37 312 488.811,2018-09-18 19:00:00.0000000
12032,    37 312 224.636,2018-09-18 18:55:00.0000000
12033,    37 311 979.361,2018-09-18 18:50:00.0000000
12034,    37 311 720.550,2018-09-18 18:45:00.0000000
12035,    37 311 467.351,2018-09-18 18:40:00.0000000
12036,    37 311 207.312,2018-09-18 18:35:00.0000000
12037,    37 310 967.441,2018-09-18 18:30:00.0000000
12038,    37 310 705.298,2018-09-18 18:25:00.0000000
12039,    37 310 448.101,2018-09-18 18:20:00.0000000
12040,    37 310 187.178,2018-09-18 18:15:00.0000000
12041,    37 309 945.071,2018-09-18 18:10:00.0000000
12042,    37 309 695.192,2018-09-18 18:05:00.0000000
12043,    37 309 440.382,2018-09-18 18:00:00.0000000
12044,    37 309 183.864,2018-09-18 17:55:00.0000000
12045,    37 308 926.006,2018-09-18 17:50:00.0000000
12046,    37 308 683.949,2018-09-18 17:45:00.0000000
12047,    37 308 443.852,2018-09-18 17:40:00.0000000
12048,    37 308 206.984,2018-09-18 17:35:00.0000000
12049,    37 307 960.409,2018-09-18 17:30:00.0000000
12050,    37 307 708.716,2018-09-18 17:25:00.0000000
12051,    37 307 462.884,2018-09-18 17:20:00.0000000
12052,    37 307 212.686,2018-09-18 17:15:00.0000000
12053,    37 306 980.575,2018-09-18 17:10:00.0000000
12054,    37 306 751.789,2018-09-18 17:05:00.0000000
12055,    37 306 508.847,2018-09-18 17:00:00.0000000
12056,    37 306 256.754,2018-09-18 16:55:00.0000000
12057,    37 306 005.230,2018-09-18 16:50:00.0000000
12058,    37 305 774.579,2018-09-18 16:45:00.0000000
12059,    37 305 543.003,2018-09-18 16:40:00.0000000
12060,    37 305 300.883,2018-09-18 16:35:00.0000000
12061,    37 305 068.298,2018-09-18 16:30:00.0000000
12062,    37 304 836.586,2018-09-18 16:25:00.0000000
12063,    37 304 600.465,2018-09-18 16:20:00.0000000
12064,    37 304 370.672,2018-09-18 16:15:00.0000000
12065,    37 304 128.572,2018-09-18 16:10:00.0000000
12066,    37 303 887.924,2018-09-18 16:05:00.0000000
12067,    37 303 634.882,2018-09-18 16:00:00.0000000
12068,    37 303 384.340,2018-09-18 15:55:00.0000000
12069,    37 303 130.221,2018-09-18 15:50:00.0000000
12070,    37 302 870.681,2018-09-18 15:45:00.0000000
12071,    37 302 617.178,2018-09-18 15:40:00.0000000
12072,    37 302 372.062,2018-09-18 15:35:00.0000000
12073,    37 302 120.028,2018-09-18 15:30:00.0000000
12074,    37 301 879.140,2018-09-18 15:25:00.0000000
12075,    37 301 642.472,2018-09-18 15:20:00.0000000
12076,    37 301 395.488,2018-09-18 15:15:00.0000000
12077,    37 301 142.999,2018-09-18 15:10:00.0000000
12078,    37 300 886.294,2018-09-18 15:05:00.0000000
12079,    37 300 643.663,2018-09-18 15:00:00.0000000
12080,    37 300 389.420,2018-09-18 14:55:00.0000000
12081,    37 300 137.993,2018-09-18 14:50:00.0000000
12082,    37 299 876.432,2018-09-18 14:45:00.0000000
12083,    37 299 635.940,2018-09-18 14:40:00.0000000
12084,    37 299 379.276,2018-09-18 14:35:00.0000000
12085,    37 299 123.384,2018-09-18 14:30:00.0000000
12086,    37 298 875.716,2018-09-18 14:25:00.0000000
12087,    37 298 643.589,2018-09-18 14:20:00.0000000
12088,    37 298 414.869,2018-09-18 14:15:00.0000000
12089,    37 298 187.999,2018-09-18 14:10:00.0000000
12090,    37 297 976.433,2018-09-18 14:05:00.0000000
12091,    37 297 745.328,2018-09-18 14:00:00.0000000
12092,    37 297 512.947,2018-09-18 13:55:00.0000000
12093,    37 297 286.068,2018-09-18 13:50:00.0000000
12094,    37 297 067.590,2018-09-18 13:45:00.0000000
12095,    37 296 841.595,2018-09-18 13:40:00.0000000
12096,    37 296 610.614,2018-09-18 13:35:00.0000000
12097,    37 296 381.233,2018-09-18 13:30:00.0000000
12098,    37 296 158.139,2018-09-18 13:25:00.0000000
