,Value,Time
4758,    38 586 636.417,2018-10-14 01:05:00.0000000
4759,    38 586 558.414,2018-10-14 01:00:00.0000000
4760,    38 586 482.787,2018-10-14 00:55:00.0000000
4761,    38 586 403.998,2018-10-14 00:50:00.0000000
4762,    38 586 322.044,2018-10-14 00:45:00.0000000
4763,    38 586 226.206,2018-10-14 00:40:00.0000000
4764,    38 586 146.259,2018-10-14 00:35:00.0000000
4765,    38 586 059.105,2018-10-14 00:30:00.0000000
4766,    38 585 968.102,2018-10-14 00:25:00.0000000
4767,    38 585 877.946,2018-10-14 00:20:00.0000000
4768,    38 585 791.045,2018-10-14 00:15:00.0000000
4769,    38 585 708.353,2018-10-14 00:10:00.0000000
4770,    38 585 620.389,2018-10-14 00:05:00.0000000
4771,    38 585 540.136,2018-10-14 00:00:00.0000000
4772,    38 585 465.476,2018-10-13 23:55:00.0000000
4773,    38 585 387.755,2018-10-13 23:50:00.0000000
4774,    38 585 307.129,2018-10-13 23:45:00.0000000
4775,    38 585 223.891,2018-10-13 23:40:00.0000000
4776,    38 585 138.604,2018-10-13 23:35:00.0000000
4777,    38 585 043.275,2018-10-13 23:30:00.0000000
4778,    38 584 954.102,2018-10-13 23:25:00.0000000
4779,    38 584 868.711,2018-10-13 23:20:00.0000000
4780,    38 584 776.876,2018-10-13 23:15:00.0000000
4781,    38 584 689.468,2018-10-13 23:10:00.0000000
4782,    38 584 600.822,2018-10-13 23:05:00.0000000
4783,    38 584 523.516,2018-10-13 23:00:00.0000000
4784,    38 584 446.350,2018-10-13 22:55:00.0000000
4785,    38 584 356.273,2018-10-13 22:50:00.0000000
4786,    38 584 270.769,2018-10-13 22:45:00.0000000
4787,    38 584 182.767,2018-10-13 22:40:00.0000000
4788,    38 584 100.058,2018-10-13 22:35:00.0000000
4789,    38 584 007.428,2018-10-13 22:30:00.0000000
4790,    38 583 926.809,2018-10-13 22:25:00.0000000
4791,    38 583 836.729,2018-10-13 22:20:00.0000000
4792,    38 583 755.272,2018-10-13 22:15:00.0000000
4793,    38 583 675.181,2018-10-13 22:10:00.0000000
4794,    38 583 585.912,2018-10-13 22:05:00.0000000
4795,    38 583 502.656,2018-10-13 22:00:00.0000000
4796,    38 583 417.897,2018-10-13 21:55:00.0000000
4797,    38 583 330.966,2018-10-13 21:50:00.0000000
4798,    38 583 241.021,2018-10-13 21:45:00.0000000
4799,    38 583 156.968,2018-10-13 21:40:00.0000000
4800,    38 583 073.029,2018-10-13 21:35:00.0000000
4801,    38 582 989.443,2018-10-13 21:30:00.0000000
4802,    38 582 915.455,2018-10-13 21:25:00.0000000
4803,    38 582 834.750,2018-10-13 21:20:00.0000000
4804,    38 582 735.630,2018-10-13 21:15:00.0000000
4805,    38 582 636.818,2018-10-13 21:10:00.0000000
4806,    38 582 546.187,2018-10-13 21:05:00.0000000
4807,    38 582 462.542,2018-10-13 21:00:00.0000000
4808,    38 582 373.374,2018-10-13 20:55:00.0000000
4809,    38 582 289.534,2018-10-13 20:50:00.0000000
4810,    38 582 210.910,2018-10-13 20:45:00.0000000
4811,    38 582 129.687,2018-10-13 20:40:00.0000000
4812,    38 582 052.525,2018-10-13 20:35:00.0000000
4813,    38 581 973.317,2018-10-13 20:30:00.0000000
4814,    38 581 887.063,2018-10-13 20:25:00.0000000
4815,    38 581 801.822,2018-10-13 20:20:00.0000000
4816,    38 581 719.611,2018-10-13 20:15:00.0000000
4817,    38 581 634.320,2018-10-13 20:10:00.0000000
4818,    38 581 546.689,2018-10-13 20:05:00.0000000
4819,    38 581 451.056,2018-10-13 20:00:00.0000000
4820,    38 581 372.993,2018-10-13 19:55:00.0000000
4821,    38 581 279.394,2018-10-13 19:50:00.0000000
4822,    38 581 194.177,2018-10-13 19:45:00.0000000
4823,    38 581 108.604,2018-10-13 19:40:00.0000000
4824,    38 581 022.041,2018-10-13 19:35:00.0000000
4825,    38 580 933.842,2018-10-13 19:30:00.0000000
4826,    38 580 848.271,2018-10-13 19:25:00.0000000
4827,    38 580 771.270,2018-10-13 19:20:00.0000000
4828,    38 580 692.709,2018-10-13 19:15:00.0000000
4829,    38 580 616.308,2018-10-13 19:10:00.0000000
4830,    38 580 525.742,2018-10-13 19:05:00.0000000
4831,    38 580 431.414,2018-10-13 19:00:00.0000000
4832,    38 580 349.089,2018-10-13 18:55:00.0000000
4833,    38 580 250.937,2018-10-13 18:50:00.0000000
4834,    38 580 150.964,2018-10-13 18:45:00.0000000
4835,    38 580 060.962,2018-10-13 18:40:00.0000000
4836,    38 579 972.237,2018-10-13 18:35:00.0000000
4837,    38 579 880.142,2018-10-13 18:30:00.0000000
4838,    38 579 795.043,2018-10-13 18:25:00.0000000
4839,    38 579 711.175,2018-10-13 18:20:00.0000000
4840,    38 579 626.372,2018-10-13 18:15:00.0000000
4841,    38 579 528.894,2018-10-13 18:10:00.0000000
4842,    38 579 435.509,2018-10-13 18:05:00.0000000
4843,    38 579 345.363,2018-10-13 18:00:00.0000000
4844,    38 579 255.747,2018-10-13 17:55:00.0000000
4845,    38 579 166.504,2018-10-13 17:50:00.0000000
4846,    38 579 082.531,2018-10-13 17:45:00.0000000
4847,    38 578 987.934,2018-10-13 17:40:00.0000000
4848,    38 578 893.422,2018-10-13 17:35:00.0000000
4849,    38 578 812.129,2018-10-13 17:30:00.0000000
4850,    38 578 733.623,2018-10-13 17:25:00.0000000
4851,    38 578 658.306,2018-10-13 17:20:00.0000000
4852,    38 578 572.600,2018-10-13 17:15:00.0000000
4853,    38 578 480.814,2018-10-13 17:10:00.0000000
4854,    38 578 393.484,2018-10-13 17:05:00.0000000
4855,    38 578 318.919,2018-10-13 17:00:00.0000000
4856,    38 578 253.279,2018-10-13 16:55:00.0000000
4857,    38 578 173.598,2018-10-13 16:50:00.0000000
4858,    38 578 091.172,2018-10-13 16:45:00.0000000
4859,    38 578 007.935,2018-10-13 16:40:00.0000000
4860,    38 577 923.672,2018-10-13 16:35:00.0000000
4861,    38 577 835.940,2018-10-13 16:30:00.0000000
4862,    38 577 754.046,2018-10-13 16:25:00.0000000
4863,    38 577 662.080,2018-10-13 16:20:00.0000000
4864,    38 577 564.981,2018-10-13 16:15:00.0000000
4865,    38 577 475.570,2018-10-13 16:10:00.0000000
4866,    38 577 381.206,2018-10-13 16:05:00.0000000
4867,    38 577 277.518,2018-10-13 16:00:00.0000000
4868,    38 577 182.498,2018-10-13 15:55:00.0000000
4869,    38 577 084.969,2018-10-13 15:50:00.0000000
4870,    38 576 997.359,2018-10-13 15:45:00.0000000
4871,    38 576 914.717,2018-10-13 15:40:00.0000000
4872,    38 576 820.433,2018-10-13 15:35:00.0000000
4873,    38 576 713.585,2018-10-13 15:30:00.0000000
4874,    38 576 623.984,2018-10-13 15:25:00.0000000
4875,    38 576 530.486,2018-10-13 15:20:00.0000000
4876,    38 576 432.590,2018-10-13 15:15:00.0000000
4877,    38 576 340.155,2018-10-13 15:10:00.0000000
4878,    38 576 256.958,2018-10-13 15:05:00.0000000
4879,    38 576 170.982,2018-10-13 15:00:00.0000000
4880,    38 576 083.308,2018-10-13 14:55:00.0000000
4881,    38 576 003.428,2018-10-13 14:50:00.0000000
4882,    38 575 915.593,2018-10-13 14:45:00.0000000
4883,    38 575 838.913,2018-10-13 14:40:00.0000000
4884,    38 575 768.072,2018-10-13 14:35:00.0000000
4885,    38 575 682.792,2018-10-13 14:30:00.0000000
4886,    38 575 586.857,2018-10-13 14:25:00.0000000
4887,    38 575 489.465,2018-10-13 14:20:00.0000000
4888,    38 575 399.516,2018-10-13 14:15:00.0000000
4889,    38 575 320.186,2018-10-13 14:10:00.0000000
4890,    38 575 246.582,2018-10-13 14:05:00.0000000
4891,    38 575 164.906,2018-10-13 14:00:00.0000000
4892,    38 575 078.726,2018-10-13 13:55:00.0000000
4893,    38 574 991.750,2018-10-13 13:50:00.0000000
4894,    38 574 900.351,2018-10-13 13:45:00.0000000
4895,    38 574 811.804,2018-10-13 13:40:00.0000000
4896,    38 574 723.800,2018-10-13 13:35:00.0000000
4897,    38 574 639.546,2018-10-13 13:30:00.0000000
4898,    38 574 550.460,2018-10-13 13:25:00.0000000
4899,    38 574 449.072,2018-10-13 13:20:00.0000000
4900,    38 574 354.578,2018-10-13 13:15:00.0000000
4901,    38 574 265.394,2018-10-13 13:10:00.0000000
4902,    38 574 175.410,2018-10-13 13:05:00.0000000
4903,    38 574 085.073,2018-10-13 13:00:00.0000000
4904,    38 573 982.189,2018-10-13 12:55:00.0000000
4905,    38 573 888.744,2018-10-13 12:50:00.0000000
4906,    38 573 795.714,2018-10-13 12:45:00.0000000
4907,    38 573 705.198,2018-10-13 12:40:00.0000000
4908,    38 573 616.921,2018-10-13 12:35:00.0000000
4909,    38 573 528.322,2018-10-13 12:30:00.0000000
4910,    38 573 439.306,2018-10-13 12:25:00.0000000
4911,    38 573 352.752,2018-10-13 12:20:00.0000000
4912,    38 573 261.271,2018-10-13 12:15:00.0000000
4913,    38 573 166.786,2018-10-13 12:10:00.0000000
4914,    38 573 072.559,2018-10-13 12:05:00.0000000
4915,    38 572 992.837,2018-10-13 12:00:00.0000000
4916,    38 572 913.522,2018-10-13 11:55:00.0000000
4917,    38 572 822.343,2018-10-13 11:50:00.0000000
4918,    38 572 733.359,2018-10-13 11:45:00.0000000
4919,    38 572 643.847,2018-10-13 11:40:00.0000000
4920,    38 572 555.724,2018-10-13 11:35:00.0000000
4921,    38 572 458.450,2018-10-13 11:30:00.0000000
4922,    38 572 371.876,2018-10-13 11:25:00.0000000
4923,    38 572 279.660,2018-10-13 11:20:00.0000000
4924,    38 572 182.916,2018-10-13 11:15:00.0000000
4925,    38 572 091.365,2018-10-13 11:10:00.0000000
4926,    38 572 001.674,2018-10-13 11:05:00.0000000
4927,    38 571 913.309,2018-10-13 11:00:00.0000000
4928,    38 571 829.503,2018-10-13 10:55:00.0000000
4929,    38 571 743.799,2018-10-13 10:50:00.0000000
4930,    38 571 664.325,2018-10-13 10:45:00.0000000
4931,    38 571 590.656,2018-10-13 10:40:00.0000000
4932,    38 571 507.277,2018-10-13 10:35:00.0000000
4933,    38 571 420.923,2018-10-13 10:30:00.0000000
4934,    38 571 345.306,2018-10-13 10:25:00.0000000
4935,    38 571 258.536,2018-10-13 10:20:00.0000000
4936,    38 571 170.969,2018-10-13 10:15:00.0000000
4937,    38 571 078.422,2018-10-13 10:10:00.0000000
4938,    38 570 999.925,2018-10-13 10:05:00.0000000
4939,    38 570 915.341,2018-10-13 10:00:00.0000000
4940,    38 570 831.580,2018-10-13 09:55:00.0000000
4941,    38 570 742.900,2018-10-13 09:50:00.0000000
4942,    38 570 659.154,2018-10-13 09:45:00.0000000
4943,    38 570 568.742,2018-10-13 09:40:00.0000000
4944,    38 570 489.170,2018-10-13 09:35:00.0000000
4945,    38 570 389.459,2018-10-13 09:30:00.0000000
4946,    38 570 293.900,2018-10-13 09:25:00.0000000
4947,    38 570 212.299,2018-10-13 09:20:00.0000000
4948,    38 570 119.050,2018-10-13 09:15:00.0000000
4949,    38 570 023.209,2018-10-13 09:10:00.0000000
4950,    38 569 926.253,2018-10-13 09:05:00.0000000
4951,    38 569 840.922,2018-10-13 09:00:00.0000000
4952,    38 569 758.695,2018-10-13 08:55:00.0000000
4953,    38 569 678.677,2018-10-13 08:50:00.0000000
4954,    38 569 577.862,2018-10-13 08:45:00.0000000
4955,    38 569 483.043,2018-10-13 08:40:00.0000000
4956,    38 569 400.349,2018-10-13 08:35:00.0000000
4957,    38 569 312.887,2018-10-13 08:30:00.0000000
4958,    38 569 230.238,2018-10-13 08:25:00.0000000
4959,    38 569 141.539,2018-10-13 08:20:00.0000000
4960,    38 569 053.163,2018-10-13 08:15:00.0000000
4961,    38 568 970.630,2018-10-13 08:10:00.0000000
4962,    38 568 887.803,2018-10-13 08:05:00.0000000
4963,    38 568 798.058,2018-10-13 08:00:00.0000000
4964,    38 568 718.006,2018-10-13 07:55:00.0000000
4965,    38 568 632.997,2018-10-13 07:50:00.0000000
4966,    38 568 552.249,2018-10-13 07:45:00.0000000
4967,    38 568 473.207,2018-10-13 07:40:00.0000000
4968,    38 568 396.375,2018-10-13 07:35:00.0000000
4969,    38 568 317.086,2018-10-13 07:30:00.0000000
4970,    38 568 230.564,2018-10-13 07:25:00.0000000
4971,    38 568 152.720,2018-10-13 07:20:00.0000000
4972,    38 568 069.467,2018-10-13 07:15:00.0000000
4973,    38 567 989.697,2018-10-13 07:10:00.0000000
4974,    38 567 904.311,2018-10-13 07:05:00.0000000
4975,    38 567 814.024,2018-10-13 07:00:00.0000000
4976,    38 567 726.579,2018-10-13 06:55:00.0000000
4977,    38 567 641.187,2018-10-13 06:50:00.0000000
4978,    38 567 557.712,2018-10-13 06:45:00.0000000
4979,    38 567 468.893,2018-10-13 06:40:00.0000000
4980,    38 567 372.706,2018-10-13 06:35:00.0000000
4981,    38 567 288.730,2018-10-13 06:30:00.0000000
4982,    38 567 198.313,2018-10-13 06:25:00.0000000
4983,    38 567 104.462,2018-10-13 06:20:00.0000000
4984,    38 567 013.726,2018-10-13 06:15:00.0000000
4985,    38 566 927.407,2018-10-13 06:10:00.0000000
4986,    38 566 841.323,2018-10-13 06:05:00.0000000
4987,    38 566 747.408,2018-10-13 06:00:00.0000000
4988,    38 566 658.456,2018-10-13 05:55:00.0000000
4989,    38 566 572.034,2018-10-13 05:50:00.0000000
4990,    38 566 493.370,2018-10-13 05:45:00.0000000
4991,    38 566 416.114,2018-10-13 05:40:00.0000000
4992,    38 566 332.583,2018-10-13 05:35:00.0000000
4993,    38 566 244.913,2018-10-13 05:30:00.0000000
4994,    38 566 160.289,2018-10-13 05:25:00.0000000
4995,    38 566 070.969,2018-10-13 05:20:00.0000000
4996,    38 565 978.757,2018-10-13 05:15:00.0000000
4997,    38 565 886.760,2018-10-13 05:10:00.0000000
4998,    38 565 795.913,2018-10-13 05:05:00.0000000
4999,    38 565 710.006,2018-10-13 05:00:00.0000000
5000,    38 565 619.559,2018-10-13 04:55:00.0000000
5001,    38 565 528.980,2018-10-13 04:50:00.0000000
5002,    38 565 444.426,2018-10-13 04:45:00.0000000
5003,    38 565 370.342,2018-10-13 04:40:00.0000000
5004,    38 565 296.613,2018-10-13 04:35:00.0000000
5005,    38 565 211.704,2018-10-13 04:30:00.0000000
5006,    38 565 129.219,2018-10-13 04:25:00.0000000
5007,    38 565 052.180,2018-10-13 04:20:00.0000000
5008,    38 564 974.266,2018-10-13 04:15:00.0000000
5009,    38 564 886.732,2018-10-13 04:10:00.0000000
5010,    38 564 786.691,2018-10-13 04:05:00.0000000
5011,    38 564 688.737,2018-10-13 04:00:00.0000000
5012,    38 564 600.511,2018-10-13 03:55:00.0000000
5013,    38 564 511.587,2018-10-13 03:50:00.0000000
5014,    38 564 412.791,2018-10-13 03:45:00.0000000
5015,    38 564 325.574,2018-10-13 03:40:00.0000000
5016,    38 564 239.799,2018-10-13 03:35:00.0000000
5017,    38 564 155.415,2018-10-13 03:30:00.0000000
5018,    38 564 061.991,2018-10-13 03:25:00.0000000
5019,    38 563 973.759,2018-10-13 03:20:00.0000000
5020,    38 563 883.456,2018-10-13 03:15:00.0000000
5021,    38 563 787.249,2018-10-13 03:10:00.0000000
5022,    38 563 697.907,2018-10-13 03:05:00.0000000
5023,    38 563 599.955,2018-10-13 03:00:00.0000000
5024,    38 563 506.757,2018-10-13 02:55:00.0000000
5025,    38 563 430.225,2018-10-13 02:50:00.0000000
5026,    38 563 345.898,2018-10-13 02:45:00.0000000
5027,    38 563 257.081,2018-10-13 02:40:00.0000000
5028,    38 563 170.812,2018-10-13 02:35:00.0000000
5029,    38 563 081.756,2018-10-13 02:30:00.0000000
5030,    38 562 997.001,2018-10-13 02:25:00.0000000
5031,    38 562 925.719,2018-10-13 02:20:00.0000000
5032,    38 562 845.783,2018-10-13 02:15:00.0000000
5033,    38 562 752.802,2018-10-13 02:10:00.0000000
5034,    38 562 662.426,2018-10-13 02:05:00.0000000
5035,    38 562 577.461,2018-10-13 02:00:00.0000000
5036,    38 562 490.294,2018-10-13 01:55:00.0000000
5037,    38 562 406.466,2018-10-13 01:50:00.0000000
5038,    38 562 316.522,2018-10-13 01:45:00.0000000
5039,    38 562 232.925,2018-10-13 01:40:00.0000000
5040,    38 562 155.610,2018-10-13 01:35:00.0000000
5041,    38 562 074.488,2018-10-13 01:30:00.0000000
5042,    38 561 975.190,2018-10-13 01:25:00.0000000
5043,    38 561 880.494,2018-10-13 01:20:00.0000000
5044,    38 561 796.485,2018-10-13 01:15:00.0000000
5045,    38 561 723.511,2018-10-13 01:10:00.0000000
5046,    38 561 639.640,2018-10-13 01:05:00.0000000
5047,    38 561 551.594,2018-10-13 01:00:00.0000000
5048,    38 561 462.696,2018-10-13 00:55:00.0000000
5049,    38 561 377.764,2018-10-13 00:50:00.0000000
5050,    38 561 286.860,2018-10-13 00:45:00.0000000
5051,    38 561 207.040,2018-10-13 00:40:00.0000000
5052,    38 561 124.130,2018-10-13 00:35:00.0000000
5053,    38 561 033.642,2018-10-13 00:30:00.0000000
5054,    38 560 939.851,2018-10-13 00:25:00.0000000
5055,    38 560 847.774,2018-10-13 00:20:00.0000000
5056,    38 560 757.746,2018-10-13 00:15:00.0000000
5057,    38 560 672.669,2018-10-13 00:10:00.0000000
5058,    38 560 579.974,2018-10-13 00:05:00.0000000
5059,    38 560 492.129,2018-10-13 00:00:00.0000000
5060,    38 560 411.179,2018-10-12 23:55:00.0000000
5061,    38 560 330.353,2018-10-12 23:50:00.0000000
5062,    38 560 231.447,2018-10-12 23:45:00.0000000
5063,    38 560 141.059,2018-10-12 23:40:00.0000000
5064,    38 560 055.651,2018-10-12 23:35:00.0000000
5065,    38 559 971.406,2018-10-12 23:30:00.0000000
5066,    38 559 886.302,2018-10-12 23:25:00.0000000
5067,    38 559 799.318,2018-10-12 23:20:00.0000000
5068,    38 559 712.907,2018-10-12 23:15:00.0000000
5069,    38 559 630.564,2018-10-12 23:10:00.0000000
5070,    38 559 549.009,2018-10-12 23:05:00.0000000
5071,    38 559 467.280,2018-10-12 23:00:00.0000000
5072,    38 559 385.474,2018-10-12 22:55:00.0000000
5073,    38 559 308.812,2018-10-12 22:50:00.0000000
5074,    38 559 225.534,2018-10-12 22:45:00.0000000
5075,    38 559 145.568,2018-10-12 22:40:00.0000000
5076,    38 559 059.437,2018-10-12 22:35:00.0000000
5077,    38 558 970.013,2018-10-12 22:30:00.0000000
5078,    38 558 887.776,2018-10-12 22:25:00.0000000
5079,    38 558 801.489,2018-10-12 22:20:00.0000000
5080,    38 558 716.804,2018-10-12 22:15:00.0000000
5081,    38 558 617.788,2018-10-12 22:10:00.0000000
5082,    38 558 530.654,2018-10-12 22:05:00.0000000
5083,    38 558 445.690,2018-10-12 22:00:00.0000000
5084,    38 558 360.401,2018-10-12 21:55:00.0000000
5085,    38 558 286.539,2018-10-12 21:50:00.0000000
5086,    38 558 210.173,2018-10-12 21:45:00.0000000
5087,    38 558 124.266,2018-10-12 21:40:00.0000000
5088,    38 558 038.985,2018-10-12 21:35:00.0000000
5089,    38 557 953.044,2018-10-12 21:30:00.0000000
5090,    38 557 863.279,2018-10-12 21:25:00.0000000
5091,    38 557 772.501,2018-10-12 21:20:00.0000000
5092,    38 557 677.040,2018-10-12 21:15:00.0000000
5093,    38 557 574.669,2018-10-12 21:10:00.0000000
5094,    38 557 498.753,2018-10-12 21:05:00.0000000
5095,    38 557 414.215,2018-10-12 21:00:00.0000000
5096,    38 557 331.999,2018-10-12 20:55:00.0000000
5097,    38 557 239.798,2018-10-12 20:50:00.0000000
5098,    38 557 136.395,2018-10-12 20:45:00.0000000
5099,    38 557 043.483,2018-10-12 20:40:00.0000000
5100,    38 556 961.477,2018-10-12 20:35:00.0000000
5101,    38 556 865.808,2018-10-12 20:30:00.0000000
5102,    38 556 769.878,2018-10-12 20:25:00.0000000
5103,    38 556 673.223,2018-10-12 20:20:00.0000000
5104,    38 556 591.268,2018-10-12 20:15:00.0000000
5105,    38 556 500.213,2018-10-12 20:10:00.0000000
5106,    38 556 417.334,2018-10-12 20:05:00.0000000
5107,    38 556 333.246,2018-10-12 20:00:00.0000000
5108,    38 556 240.971,2018-10-12 19:55:00.0000000
5109,    38 556 152.520,2018-10-12 19:50:00.0000000
5110,    38 556 061.282,2018-10-12 19:45:00.0000000
5111,    38 555 970.229,2018-10-12 19:40:00.0000000
5112,    38 555 885.413,2018-10-12 19:35:00.0000000
5113,    38 555 808.595,2018-10-12 19:30:00.0000000
5114,    38 555 737.929,2018-10-12 19:25:00.0000000
5115,    38 555 658.877,2018-10-12 19:20:00.0000000
5116,    38 555 570.416,2018-10-12 19:15:00.0000000
5117,    38 555 479.563,2018-10-12 19:10:00.0000000
5118,    38 555 395.640,2018-10-12 19:05:00.0000000
5119,    38 555 310.917,2018-10-12 19:00:00.0000000
5120,    38 555 207.338,2018-10-12 18:55:00.0000000
5121,    38 555 114.206,2018-10-12 18:50:00.0000000
5122,    38 555 020.771,2018-10-12 18:45:00.0000000
5123,    38 554 925.957,2018-10-12 18:40:00.0000000
5124,    38 554 824.037,2018-10-12 18:35:00.0000000
5125,    38 554 717.615,2018-10-12 18:30:00.0000000
5126,    38 554 611.126,2018-10-12 18:25:00.0000000
5127,    38 554 516.674,2018-10-12 18:20:00.0000000
5128,    38 554 422.097,2018-10-12 18:15:00.0000000
5129,    38 554 331.344,2018-10-12 18:10:00.0000000
5130,    38 554 247.862,2018-10-12 18:05:00.0000000
5131,    38 554 161.047,2018-10-12 18:00:00.0000000
5132,    38 554 073.777,2018-10-12 17:55:00.0000000
5133,    38 553 998.345,2018-10-12 17:50:00.0000000
5134,    38 553 913.430,2018-10-12 17:45:00.0000000
5135,    38 553 827.248,2018-10-12 17:40:00.0000000
5136,    38 553 740.214,2018-10-12 17:35:00.0000000
5137,    38 553 662.057,2018-10-12 17:30:00.0000000
5138,    38 553 584.574,2018-10-12 17:25:00.0000000
5139,    38 553 500.854,2018-10-12 17:20:00.0000000
5140,    38 553 415.745,2018-10-12 17:15:00.0000000
5141,    38 553 316.040,2018-10-12 17:10:00.0000000
5142,    38 553 215.509,2018-10-12 17:05:00.0000000
5143,    38 553 053.155,2018-10-12 17:00:00.0000000
5144,    38 552 903.579,2018-10-12 16:55:00.0000000
5145,    38 552 759.896,2018-10-12 16:50:00.0000000
5146,    38 552 619.970,2018-10-12 16:45:00.0000000
5147,    38 552 485.998,2018-10-12 16:40:00.0000000
5148,    38 552 339.823,2018-10-12 16:35:00.0000000
5149,    38 552 181.002,2018-10-12 16:30:00.0000000
5150,    38 552 032.712,2018-10-12 16:25:00.0000000
5151,    38 551 878.224,2018-10-12 16:20:00.0000000
5152,    38 551 729.994,2018-10-12 16:15:00.0000000
5153,    38 551 603.197,2018-10-12 16:10:00.0000000
5154,    38 551 454.452,2018-10-12 16:05:00.0000000
5155,    38 551 296.222,2018-10-12 16:00:00.0000000
5156,    38 551 132.804,2018-10-12 15:55:00.0000000
5157,    38 550 979.014,2018-10-12 15:50:00.0000000
5158,    38 550 831.995,2018-10-12 15:45:00.0000000
5159,    38 550 673.526,2018-10-12 15:40:00.0000000
5160,    38 550 515.775,2018-10-12 15:35:00.0000000
5161,    38 550 365.917,2018-10-12 15:30:00.0000000
5162,    38 550 230.983,2018-10-12 15:25:00.0000000
5163,    38 550 080.522,2018-10-12 15:20:00.0000000
5164,    38 549 932.119,2018-10-12 15:15:00.0000000
5165,    38 549 775.304,2018-10-12 15:10:00.0000000
5166,    38 549 615.771,2018-10-12 15:05:00.0000000
5167,    38 549 476.731,2018-10-12 15:00:00.0000000
5168,    38 549 328.804,2018-10-12 14:55:00.0000000
5169,    38 549 190.859,2018-10-12 14:50:00.0000000
5170,    38 549 059.606,2018-10-12 14:45:00.0000000
5171,    38 548 917.650,2018-10-12 14:40:00.0000000
5172,    38 548 775.816,2018-10-12 14:35:00.0000000
5173,    38 548 626.859,2018-10-12 14:30:00.0000000
5174,    38 548 480.476,2018-10-12 14:25:00.0000000
5175,    38 548 334.180,2018-10-12 14:20:00.0000000
5176,    38 548 195.000,2018-10-12 14:15:00.0000000
5177,    38 548 052.012,2018-10-12 14:10:00.0000000
5178,    38 547 901.751,2018-10-12 14:05:00.0000000
5179,    38 547 748.697,2018-10-12 14:00:00.0000000
5180,    38 547 601.903,2018-10-12 13:55:00.0000000
5181,    38 547 452.356,2018-10-12 13:50:00.0000000
5182,    38 547 301.256,2018-10-12 13:45:00.0000000
5183,    38 547 149.602,2018-10-12 13:40:00.0000000
5184,    38 547 007.281,2018-10-12 13:35:00.0000000
5185,    38 546 851.020,2018-10-12 13:30:00.0000000
5186,    38 546 696.822,2018-10-12 13:25:00.0000000
5187,    38 546 557.783,2018-10-12 13:20:00.0000000
5188,    38 546 417.689,2018-10-12 13:15:00.0000000
5189,    38 546 279.071,2018-10-12 13:10:00.0000000
5190,    38 546 129.533,2018-10-12 13:05:00.0000000
5191,    38 545 986.496,2018-10-12 13:00:00.0000000
5192,    38 545 850.357,2018-10-12 12:55:00.0000000
5193,    38 545 703.591,2018-10-12 12:50:00.0000000
5194,    38 545 558.664,2018-10-12 12:45:00.0000000
5195,    38 545 407.948,2018-10-12 12:40:00.0000000
5196,    38 545 253.629,2018-10-12 12:35:00.0000000
5197,    38 545 093.511,2018-10-12 12:30:00.0000000
5198,    38 544 939.868,2018-10-12 12:25:00.0000000
5199,    38 544 793.842,2018-10-12 12:20:00.0000000
5200,    38 544 647.950,2018-10-12 12:15:00.0000000
5201,    38 544 515.450,2018-10-12 12:10:00.0000000
5202,    38 544 388.301,2018-10-12 12:05:00.0000000
5203,    38 544 257.255,2018-10-12 12:00:00.0000000
5204,    38 544 116.877,2018-10-12 11:55:00.0000000
5205,    38 543 980.182,2018-10-12 11:50:00.0000000
5206,    38 543 835.160,2018-10-12 11:45:00.0000000
5207,    38 543 690.159,2018-10-12 11:40:00.0000000
5208,    38 543 531.448,2018-10-12 11:35:00.0000000
5209,    38 543 386.015,2018-10-12 11:30:00.0000000
5210,    38 543 252.226,2018-10-12 11:25:00.0000000
5211,    38 543 110.408,2018-10-12 11:20:00.0000000
5212,    38 542 978.928,2018-10-12 11:15:00.0000000
5213,    38 542 849.045,2018-10-12 11:10:00.0000000
5214,    38 542 715.432,2018-10-12 11:05:00.0000000
5215,    38 542 581.617,2018-10-12 11:00:00.0000000
5216,    38 542 445.736,2018-10-12 10:55:00.0000000
5217,    38 542 308.164,2018-10-12 10:50:00.0000000
5218,    38 542 171.847,2018-10-12 10:45:00.0000000
5219,    38 542 031.921,2018-10-12 10:40:00.0000000
5220,    38 541 883.013,2018-10-12 10:35:00.0000000
5221,    38 541 730.109,2018-10-12 10:30:00.0000000
5222,    38 541 597.807,2018-10-12 10:25:00.0000000
5223,    38 541 460.485,2018-10-12 10:20:00.0000000
5224,    38 541 318.024,2018-10-12 10:15:00.0000000
5225,    38 541 183.424,2018-10-12 10:10:00.0000000
5226,    38 541 044.655,2018-10-12 10:05:00.0000000
5227,    38 540 902.954,2018-10-12 10:00:00.0000000
5228,    38 540 815.105,2018-10-12 09:55:00.0000000
5229,    38 540 728.690,2018-10-12 09:50:00.0000000
5230,    38 540 633.870,2018-10-12 09:45:00.0000000
5231,    38 540 542.893,2018-10-12 09:40:00.0000000
5232,    38 540 462.619,2018-10-12 09:35:00.0000000
5233,    38 540 373.866,2018-10-12 09:30:00.0000000
5234,    38 540 287.044,2018-10-12 09:25:00.0000000
5235,    38 540 204.937,2018-10-12 09:20:00.0000000
5236,    38 540 121.661,2018-10-12 09:15:00.0000000
5237,    38 540 024.317,2018-10-12 09:10:00.0000000
5238,    38 539 928.595,2018-10-12 09:05:00.0000000
5239,    38 539 830.000,2018-10-12 09:00:00.0000000
